File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_079 (3 1 1).std.csv,-1.2176,-1.4437,-1.2176,-0.22612,-1.4437
op_080 (3 1 1).std.csv,-1.2571,-1.4833,-1.2572,-0.22601,-1.4833
op_081 (3 1 1).std.csv,-1.1678,-1.3939,-1.1678,-0.22611,-1.3939
op_082 (3 1 1).std.csv,-1.2203,-1.4464,-1.2203,-0.22611,-1.4464
op_083 (3 1 1).std.csv,-1.26,-1.4861,-1.2601,-0.22602,-1.4861
op_084 (3 1 1).std.csv,-1.2074,-1.4335,-1.2074,-0.22609,-1.4335
op_085 (3 1 1).std.csv,-1.035,-1.2611,-1.0378,-0.22332,-1.2611
op_086 (3 1 1).std.csv,-1.1512,-1.3773,-1.1513,-0.22607,-1.3773
op_087 (3 1 1).std.csv,-1.1129,-1.339,-1.1129,-0.22611,-1.339
op_088 (3 1 1).std.csv,-1.1395,-1.3656,-1.1395,-0.22611,-1.3656
op_089 (3 1 1).std.csv,-1.199,-1.4251,-1.199,-0.22611,-1.4251
op_090 (3 1 1).std.csv,-1.1506,-1.3767,-1.1506,-0.2261,-1.3767
op_091 (3 1 1).std.csv,-1.2727,-1.4988,-1.2727,-0.22608,-1.4988
op_092 (3 1 1).std.csv,-1.2561,-1.4822,-1.2562,-0.22607,-1.4822
op_093 (3 1 1).std.csv,-1.1859,-1.412,-1.1862,-0.22584,-1.412
op_094 (3 1 1).std.csv,-1.2699,-1.496,-1.2699,-0.22611,-1.496
op_095 (3 1 1).std.csv,-1.2098,-1.4359,-1.2098,-0.2261,-1.4359
op_096 (3 1 1).std.csv,-1.1786,-1.4048,-1.1786,-0.22612,-1.4048
op_097 (3 1 1).std.csv,-1.249,-1.4751,-1.249,-0.2261,-1.4751
op_098 (3 1 1).std.csv,-1.2192,-1.4453,-1.2192,-0.22609,-1.4453
op_099 (3 1 1).std.csv,-1.2213,-1.4474,-1.2213,-0.22612,-1.4474
op_100 (3 1 1).std.csv,-1.2103,-1.4364,-1.2104,-0.22608,-1.4364
op_101 (3 1 1).std.csv,-1.2646,-1.4907,-1.2647,-0.22608,-1.4907
op_102 (3 1 1).std.csv,-1.2244,-1.4505,-1.2244,-0.22611,-1.4505
op_103 (3 1 1).std.csv,-1.2754,-1.5015,-1.2754,-0.22611,-1.5015
op_104 (3 1 1).std.csv,-1.2266,-1.4528,-1.2268,-0.22599,-1.4528
op_105 (3 1 1).std.csv,-1.0875,-1.3136,-1.0875,-0.22608,-1.3136
op_106 (3 1 1).std.csv,-1.2159,-1.442,-1.2159,-0.22611,-1.442
op_107 (3 1 1).std.csv,-1.2661,-1.4922,-1.2662,-0.22604,-1.4922
op_108 (3 1 1).std.csv,-1.1395,-1.3656,-1.1395,-0.22612,-1.3656
op_109 (3 1 1).std.csv,-1.2762,-1.5023,-1.2762,-0.22609,-1.5023
op_110 (3 1 1).std.csv,-1.2509,-1.477,-1.2509,-0.22611,-1.477
op_111 (3 1 1).std.csv,-1.1911,-1.4172,-1.1911,-0.22609,-1.4172
op_112 (3 1 1).std.csv,-1.1668,-1.3929,-1.1668,-0.22604,-1.3929
op_113 (3 1 1).std.csv,-1.181,-1.4071,-1.181,-0.22611,-1.4071
op_114 (3 1 1).std.csv,-1.2216,-1.4477,-1.2216,-0.2261,-1.4477
op_115 (3 1 1).std.csv,-1.2521,-1.4782,-1.2522,-0.22606,-1.4782
op_116 (3 1 1).std.csv,-1.2429,-1.469,-1.2429,-0.22612,-1.469
op_117 (3 1 1).std.csv,-1.1716,-1.3977,-1.1716,-0.22612,-1.3977
op_118 (3 1 1).std.csv,-1.2714,-1.4975,-1.2714,-0.22609,-1.4975
op_119 (3 1 1).std.csv,-1.1496,-1.3758,-1.1496,-0.22611,-1.3758
op_120 (3 1 1).std.csv,-1.1237,-1.3498,-1.1237,-0.22612,-1.3498
op_121 (3 1 1).std.csv,-1.2674,-1.4935,-1.2674,-0.22606,-1.4935
op_122 (3 1 1).std.csv,-1.1915,-1.4176,-1.1915,-0.22609,-1.4176
op_123 (3 1 1).std.csv,-1.2292,-1.4553,-1.2292,-0.22611,-1.4553
op_124 (3 1 1).std.csv,-1.118,-1.3441,-1.118,-0.22609,-1.3441
op_125 (3 1 1).std.csv,-1.2268,-1.4529,-1.2268,-0.22611,-1.4529
op_126 (3 1 1).std.csv,-1.0856,-1.3117,-1.0856,-0.22612,-1.3117
op_127 (3 1 1).std.csv,-1.2603,-1.4865,-1.2603,-0.22611,-1.4865
op_128 (3 1 1).std.csv,-1.2416,-1.4677,-1.2416,-0.22611,-1.4677
op_129 (3 1 1).std.csv,-1.0819,-1.308,-1.0819,-0.22612,-1.308
op_130 (3 1 1).std.csv,-1.0117,-1.2378,-1.0137,-0.22409,-1.2378
op_131 (3 1 1).std.csv,-1.1258,-1.3519,-1.1258,-0.22611,-1.3519
op_132 (3 1 1).std.csv,-1.2304,-1.4566,-1.2305,-0.22609,-1.4566
op_133 (3 1 1).std.csv,-1.2622,-1.4884,-1.2623,-0.22607,-1.4884
op_134 (3 1 1).std.csv,-1.1432,-1.3693,-1.1432,-0.22611,-1.3693
op_135 (3 1 1).std.csv,-1.2536,-1.4797,-1.2536,-0.22611,-1.4797
op_136 (3 1 1).std.csv,-1.2582,-1.4843,-1.2582,-0.22611,-1.4843
op_137 (3 1 1).std.csv,-1.2354,-1.4615,-1.2355,-0.22607,-1.4615
op_138 (3 1 1).std.csv,-1.2679,-1.494,-1.2679,-0.22611,-1.494
op_139 (3 1 1).std.csv,-1.2417,-1.4678,-1.2417,-0.22607,-1.4678
op_140 (3 1 1).std.csv,-1.0696,-1.2957,-1.0696,-0.22609,-1.2957
op_141 (3 1 1).std.csv,-1.134,-1.3601,-1.134,-0.22608,-1.3601
op_142 (3 1 1).std.csv,-1.2564,-1.4825,-1.2564,-0.22608,-1.4825
op_143 (3 1 1).std.csv,-1.2485,-1.4747,-1.2489,-0.22576,-1.4747
op_144 (3 1 1).std.csv,-1.256,-1.4821,-1.256,-0.22612,-1.4821
op_145 (3 1 1).std.csv,-1.2434,-1.4695,-1.2434,-0.22611,-1.4695
op_146 (3 1 1).std.csv,-1.2586,-1.4847,-1.2586,-0.22611,-1.4847
op_147 (3 1 1).std.csv,-1.1342,-1.3604,-1.1343,-0.22611,-1.3604
op_148 (3 1 1).std.csv,-1.243,-1.4691,-1.243,-0.22611,-1.4691
op_149 (3 1 1).std.csv,-1.1916,-1.4177,-1.1916,-0.22609,-1.4177
op_150 (3 1 1).std.csv,-1.1848,-1.4109,-1.1848,-0.22608,-1.4109
op_151 (3 1 1).std.csv,-1.1591,-1.3853,-1.1592,-0.22607,-1.3853
op_152 (3 1 1).std.csv,-1.1548,-1.3809,-1.1548,-0.22606,-1.3809
op_153 (3 1 1).std.csv,-1.2292,-1.4553,-1.2292,-0.2261,-1.4553
op_154 (3 1 1).std.csv,-1.219,-1.4451,-1.2191,-0.22601,-1.4451
op_155 (3 1 1).std.csv,-1.1985,-1.4246,-1.1985,-0.22606,-1.4246
op_156 (3 1 1).std.csv,-1.2127,-1.4389,-1.2127,-0.22611,-1.4389
op_157 (3 1 1).std.csv,-1.2244,-1.4506,-1.2245,-0.22611,-1.4506
op_158 (3 1 1).std.csv,-1.142,-1.3681,-1.142,-0.22611,-1.3681
op_159 (3 1 1).std.csv,-1.1989,-1.425,-1.1989,-0.22611,-1.425
op_160 (3 1 1).std.csv,-1.1999,-1.4261,-1.2,-0.22611,-1.4261
op_161 (3 1 1).std.csv,-1.1892,-1.4153,-1.1892,-0.2261,-1.4153
op_162 (3 1 1).std.csv,-1.1413,-1.3674,-1.1413,-0.2261,-1.3674
