File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_070 (3 1 1).std.csv,-0.83931,-7.4391,-0.83931,-6.5998,-7.4391
op_071 (3 1 1).std.csv,-0.95712,-7.5569,-0.95713,-6.5998,-7.5569
op_072 (3 1 1).std.csv,-0.90348,-7.5033,-0.90348,-6.5998,-7.5033
op_073 (3 1 1).std.csv,-0.91792,-7.5177,-0.91793,-6.5998,-7.5177
op_074 (3 1 1).std.csv,-0.89958,-7.4994,-0.89958,-6.5998,-7.4994
op_075 (3 1 1).std.csv,-0.94412,-7.5439,-0.94412,-6.5998,-7.5439
op_076 (3 1 1).std.csv,-0.92538,-7.5252,-0.92539,-6.5998,-7.5252
op_077 (3 1 1).std.csv,-0.92491,-7.5247,-0.92498,-6.5997,-7.5247
op_078 (3 1 1).std.csv,-0.98231,-7.5821,-0.98231,-6.5998,-7.5821
op_079 (3 1 1).std.csv,-0.93871,-7.5385,-0.93871,-6.5998,-7.5385
op_080 (3 1 1).std.csv,-0.9112,-7.511,-0.9112,-6.5998,-7.511
op_081 (3 1 1).std.csv,-0.92841,-7.5282,-0.92842,-6.5998,-7.5282
op_082 (3 1 1).std.csv,-0.92408,-7.5239,-0.92408,-6.5998,-7.5239
op_083 (3 1 1).std.csv,-0.92166,-7.5215,-0.92166,-6.5998,-7.5215
op_084 (3 1 1).std.csv,-0.92813,-7.5279,-0.92813,-6.5998,-7.5279
op_085 (3 1 1).std.csv,-0.95157,-7.5514,-0.95157,-6.5998,-7.5514
op_086 (3 1 1).std.csv,-0.91888,-7.5187,-0.91888,-6.5998,-7.5187
op_087 (3 1 1).std.csv,-0.94737,-7.5472,-0.94737,-6.5998,-7.5472
op_088 (3 1 1).std.csv,-0.90103,-7.5008,-0.90103,-6.5998,-7.5008
op_089 (3 1 1).std.csv,-0.94579,-7.5456,-0.94579,-6.5998,-7.5456
op_090 (3 1 1).std.csv,-0.90218,-7.502,-0.90218,-6.5998,-7.502
op_091 (3 1 1).std.csv,-0.90549,-7.5053,-0.90549,-6.5998,-7.5053
op_092 (3 1 1).std.csv,-0.89858,-7.4984,-0.89858,-6.5998,-7.4984
op_093 (3 1 1).std.csv,-0.93073,-7.5305,-0.93074,-6.5998,-7.5305
op_094 (3 1 1).std.csv,-0.93605,-7.5359,-0.93606,-6.5998,-7.5359
op_095 (3 1 1).std.csv,-0.92696,-7.5268,-0.92697,-6.5998,-7.5268
op_096 (3 1 1).std.csv,-0.94538,-7.5452,-0.94538,-6.5998,-7.5452
op_097 (3 1 1).std.csv,-0.91714,-7.517,-0.91714,-6.5998,-7.517
op_098 (3 1 1).std.csv,-0.95269,-7.5525,-0.95269,-6.5998,-7.5525
op_099 (3 1 1).std.csv,-0.89918,-7.499,-0.89918,-6.5998,-7.499
op_100 (3 1 1).std.csv,-0.92731,-7.5271,-0.92732,-6.5998,-7.5271
op_101 (3 1 1).std.csv,-0.95241,-7.5522,-0.95242,-6.5998,-7.5522
op_102 (3 1 1).std.csv,-1.0007,-7.6006,-1.0007,-6.5998,-7.6006
op_103 (3 1 1).std.csv,-0.93503,-7.5348,-0.93503,-6.5998,-7.5348
op_104 (3 1 1).std.csv,-0.94203,-7.5418,-0.94203,-6.5998,-7.5418
op_105 (3 1 1).std.csv,-0.90388,-7.5037,-0.90389,-6.5998,-7.5037
op_106 (3 1 1).std.csv,-0.89639,-7.4962,-0.89639,-6.5998,-7.4962
op_107 (3 1 1).std.csv,-0.9024,-7.5022,-0.9024,-6.5998,-7.5022
op_108 (3 1 1).std.csv,-0.7834,-7.3832,-0.78341,-6.5998,-7.3832
op_109 (3 1 1).std.csv,-0.92847,-7.5283,-0.92848,-6.5998,-7.5283
op_110 (3 1 1).std.csv,-0.94909,-7.5489,-0.94909,-6.5998,-7.5489
op_111 (3 1 1).std.csv,-0.90343,-7.5032,-0.90343,-6.5998,-7.5032
op_112 (3 1 1).std.csv,-0.93096,-7.5308,-0.93096,-6.5998,-7.5308
op_113 (3 1 1).std.csv,-0.87495,-7.4748,-0.87496,-6.5998,-7.4748
op_114 (3 1 1).std.csv,-0.95535,-7.5552,-0.95536,-6.5998,-7.5552
op_115 (3 1 1).std.csv,-0.89934,-7.4992,-0.89935,-6.5998,-7.4992
op_116 (3 1 1).std.csv,-0.93441,-7.5342,-0.93442,-6.5998,-7.5342
op_117 (3 1 1).std.csv,-0.94611,-7.5459,-0.94612,-6.5998,-7.5459
op_118 (3 1 1).std.csv,-0.81827,-7.4181,-0.81828,-6.5998,-7.4181
op_119 (3 1 1).std.csv,-0.93617,-7.536,-0.93618,-6.5998,-7.536
op_120 (3 1 1).std.csv,-0.95762,-7.5574,-0.95762,-6.5998,-7.5574
op_121 (3 1 1).std.csv,-0.83386,-7.4337,-0.83386,-6.5998,-7.4337
op_122 (3 1 1).std.csv,-0.89647,-7.4963,-0.89647,-6.5998,-7.4963
op_123 (3 1 1).std.csv,-0.96691,-7.5667,-0.96691,-6.5998,-7.5667
op_124 (3 1 1).std.csv,-0.93202,-7.5318,-0.93202,-6.5998,-7.5318
op_125 (3 1 1).std.csv,-0.90178,-7.5016,-0.90178,-6.5998,-7.5016
op_126 (3 1 1).std.csv,-0.93454,-7.5344,-0.93455,-6.5998,-7.5344
op_127 (3 1 1).std.csv,-0.93978,-7.5396,-0.93981,-6.5998,-7.5396
op_128 (3 1 1).std.csv,-0.94658,-7.5464,-0.94658,-6.5998,-7.5464
op_129 (3 1 1).std.csv,-0.96299,-7.5628,-0.96299,-6.5998,-7.5628
op_130 (3 1 1).std.csv,-0.93032,-7.5301,-0.93032,-6.5998,-7.5301
op_131 (3 1 1).std.csv,-0.87761,-7.4774,-0.87762,-6.5998,-7.4774
op_132 (3 1 1).std.csv,-0.93057,-7.5304,-0.93057,-6.5998,-7.5304
op_133 (3 1 1).std.csv,-0.94358,-7.5434,-0.94359,-6.5998,-7.5434
op_134 (3 1 1).std.csv,-0.92634,-7.5262,-0.92635,-6.5998,-7.5262
op_135 (3 1 1).std.csv,-0.94242,-7.5422,-0.94242,-6.5998,-7.5422
op_136 (3 1 1).std.csv,-0.94156,-7.5414,-0.94157,-6.5998,-7.5414
op_137 (3 1 1).std.csv,-0.93004,-7.5299,-0.93004,-6.5998,-7.5299
op_138 (3 1 1).std.csv,-0.90385,-7.5037,-0.90385,-6.5998,-7.5037
op_139 (3 1 1).std.csv,-0.8582,-7.458,-0.8582,-6.5998,-7.458
op_140 (3 1 1).std.csv,-0.90041,-7.5002,-0.90042,-6.5998,-7.5002
op_141 (3 1 1).std.csv,-0.92839,-7.5282,-0.9284,-6.5998,-7.5282
op_142 (3 1 1).std.csv,-0.90801,-7.5078,-0.90802,-6.5998,-7.5078
op_143 (3 1 1).std.csv,-0.95869,-7.5585,-0.95869,-6.5998,-7.5585
op_144 (3 1 1).std.csv,-0.82788,-7.4277,-0.82788,-6.5998,-7.4277
op_145 (3 1 1).std.csv,-0.92569,-7.5255,-0.92569,-6.5998,-7.5255
op_146 (3 1 1).std.csv,-0.96739,-7.5672,-0.96739,-6.5998,-7.5672
op_147 (3 1 1).std.csv,-0.95143,-7.5512,-0.95143,-6.5998,-7.5512
op_148 (3 1 1).std.csv,-0.92117,-7.521,-0.92117,-6.5998,-7.521
op_149 (3 1 1).std.csv,-0.75445,-7.3543,-0.75445,-6.5998,-7.3543
op_150 (3 1 1).std.csv,-0.91734,-7.5172,-0.91735,-6.5998,-7.5172
op_151 (3 1 1).std.csv,-0.93904,-7.5389,-0.93904,-6.5998,-7.5389
op_152 (3 1 1).std.csv,-0.93184,-7.5317,-0.93184,-6.5998,-7.5317
op_153 (3 1 1).std.csv,-0.97405,-7.5739,-0.97406,-6.5998,-7.5739
op_154 (3 1 1).std.csv,-0.91191,-7.5117,-0.91192,-6.5998,-7.5117
op_155 (3 1 1).std.csv,-0.9227,-7.5225,-0.92271,-6.5998,-7.5225
op_156 (3 1 1).std.csv,-0.9127,-7.5125,-0.91271,-6.5998,-7.5125
op_157 (3 1 1).std.csv,-0.93152,-7.5313,-0.93152,-6.5998,-7.5313
op_158 (3 1 1).std.csv,-0.97255,-7.5724,-0.97256,-6.5998,-7.5724
op_159 (3 1 1).std.csv,-0.91552,-7.5153,-0.92164,-6.5937,-7.5153
op_160 (3 1 1).std.csv,-0.85858,-7.4584,-0.85858,-6.5998,-7.4584
op_161 (3 1 1).std.csv,-0.9624,-7.5622,-0.9624,-6.5998,-7.5622
op_162 (3 1 1).std.csv,-0.92175,-7.5216,-0.92175,-6.5998,-7.5216
