File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_107 (3 1 1).std.csv,-0.93041,-7.5302,-0.93041,-6.5998,-7.5302
op_109 (3 1 1).std.csv,-0.78875,-7.3886,-0.78875,-6.5998,-7.3886
op_111 (3 1 1).std.csv,-0.92159,-7.5214,-0.9216,-6.5998,-7.5214
op_112 (3 1 1).std.csv,-0.96428,-7.5641,-0.96431,-6.5998,-7.5641
op_114 (3 1 1).std.csv,-0.90485,-7.5047,-0.90485,-6.5998,-7.5047
op_115 (3 1 1).std.csv,-0.96073,-7.5605,-0.96073,-6.5998,-7.5605
op_116 (3 1 1).std.csv,-0.93326,-7.5331,-0.93327,-6.5998,-7.5331
op_118 (3 1 1).std.csv,-0.90284,-7.5027,-0.90284,-6.5998,-7.5027
op_119 (3 1 1).std.csv,-0.83654,-7.4364,-0.83654,-6.5998,-7.4364
op_120 (3 1 1).std.csv,-0.89758,-7.4974,-0.89758,-6.5998,-7.4974
op_121 (3 1 1).std.csv,-0.86281,-7.4626,-0.86282,-6.5998,-7.4626
op_122 (3 1 1).std.csv,-0.92559,-7.5254,-0.92559,-6.5998,-7.5254
op_123 (3 1 1).std.csv,-0.8898,-7.4896,-0.8898,-6.5998,-7.4896
op_124 (3 1 1).std.csv,-0.97141,-7.5712,-0.97142,-6.5998,-7.5712
op_126 (3 1 1).std.csv,-0.93886,-7.5387,-0.93886,-6.5998,-7.5387
op_127 (3 1 1).std.csv,-0.82629,-7.4261,-0.82629,-6.5998,-7.4261
